user_id,variant,assignment_date,converted,page_load_ms
5401,control,2026-03-11,0,759
5402,treatment,2026-03-15,0,1392
5403,treatment,2026-03-12,0,1573
5404,treatment,2026-03-11,1,2524
5405,treatment,2026-03-13,0,1357
5406,treatment,2026-03-07,0,577
5407,treatment,2026-03-08,0,2203
5408,treatment,2026-03-09,0,1186
5409,treatment,2026-03-02,0,1290
5410,control,2026-03-13,1,1052
5411,control,2026-03-14,1,1513
5412,treatment,2026-03-02,0,1241
5413,treatment,2026-03-15,1,1068
5414,control,2026-03-10,0,1194
5415,control,2026-03-13,0,1420
5416,control,2026-03-02,0,1505
5417,treatment,2026-03-07,0,2208
5418,treatment,2026-03-11,1,1194
5419,treatment,2026-03-12,1,1921
5420,treatment,2026-03-15,0,1241
5421,treatment,2026-03-09,1,1397
5422,control,2026-03-06,0,917
5423,control,2026-03-11,1,1359
5424,treatment,2026-03-13,0,1548
5425,treatment,2026-03-13,0,1146
5426,control,2026-03-13,0,919
5427,treatment,2026-03-09,1,859
5428,treatment,2026-03-13,0,1748
5429,control,2026-03-10,0,1175
5430,control,2026-03-07,0,872
5431,treatment,2026-03-04,0,1006
5432,control,2026-03-06,1,1408
5433,control,2026-03-14,0,788
5434,treatment,2026-03-15,1,823
5435,control,2026-03-10,0,2536
5436,control,2026-03-02,0,841
5437,treatment,2026-03-14,0,1147
5438,treatment,2026-03-11,1,1794
5439,control,2026-03-02,0,750
5440,treatment,2026-03-03,1,1090
5441,treatment,2026-03-13,0,1144
5442,control,2026-03-15,0,472
5443,control,2026-03-05,0,1670
5444,treatment,2026-03-07,1,1306
5445,treatment,2026-03-09,0,556
5446,treatment,2026-03-15,0,1080
5447,treatment,2026-03-14,0,1761
5448,treatment,2026-03-13,0,910
5449,treatment,2026-03-08,1,2513
5450,treatment,2026-03-02,1,900
5451,control,2026-03-09,0,3239
5452,treatment,2026-03-13,1,1177
5453,control,2026-03-08,0,1230
5454,control,2026-03-03,0,595
5455,control,2026-03-13,0,1354
5456,control,2026-03-13,0,658
5457,control,2026-03-13,0,787
5458,control,2026-03-14,0,1072
5459,control,2026-03-07,0,1650
5460,treatment,2026-03-06,0,1765
5461,control,2026-03-07,0,1726
5462,control,2026-03-08,0,1267
5463,treatment,2026-03-02,0,1598
5464,treatment,2026-03-08,1,1415
5465,control,2026-03-11,1,830
5466,control,2026-03-03,0,681
5467,treatment,2026-03-04,1,1284
5468,control,2026-03-03,1,1573
5469,treatment,2026-03-02,1,1508
5470,control,2026-03-06,1,960
5471,control,2026-03-02,1,1383
5472,control,2026-03-09,0,1153
5473,treatment,2026-03-12,0,1993
5474,treatment,2026-03-09,0,940
5475,treatment,2026-03-12,0,1460
5476,treatment,2026-03-08,0,1370
5477,control,2026-03-15,0,1815
5478,control,2026-03-02,1,1721
5479,control,2026-03-03,1,1413
5480,treatment,2026-03-14,0,1246
5481,control,2026-03-03,0,411
5482,control,2026-03-06,1,1024
5483,control,2026-03-04,0,975
5484,control,2026-03-10,0,1759
5485,treatment,2026-03-15,0,2800
5486,control,2026-03-14,0,1697
5487,control,2026-03-07,1,1453
5488,treatment,2026-03-13,0,1170
5489,treatment,2026-03-02,0,813
5490,control,2026-03-10,1,1024
5491,treatment,2026-03-12,0,1390
5492,treatment,2026-03-09,0,1487
5493,treatment,2026-03-12,0,1187
5494,treatment,2026-03-09,1,1141
5495,treatment,2026-03-13,0,1950
5496,treatment,2026-03-03,1,2905
5497,control,2026-03-15,0,1885
5498,control,2026-03-15,1,1449
5499,control,2026-03-09,0,1283
5500,treatment,2026-03-04,0,1340
5501,treatment,2026-03-06,1,1428
5502,treatment,2026-03-15,1,866
5503,treatment,2026-03-05,0,1142
5504,control,2026-03-08,0,1058
5505,control,2026-03-12,1,1590
5506,treatment,2026-03-15,0,602
5507,treatment,2026-03-14,0,1682
5508,control,2026-03-03,1,1458
5509,treatment,2026-03-12,0,1074
5510,control,2026-03-09,1,2199
5511,treatment,2026-03-02,0,1345
5512,treatment,2026-03-02,0,1094
5513,treatment,2026-03-05,1,1281
5514,control,2026-03-03,0,1084
5515,treatment,2026-03-07,0,828
5516,treatment,2026-03-13,0,1436
5517,treatment,2026-03-09,0,1364
5518,treatment,2026-03-05,0,2668
5519,control,2026-03-09,0,898
5520,control,2026-03-04,0,2005
5521,control,2026-03-11,1,962
5522,control,2026-03-13,1,962
5523,control,2026-03-12,0,1056
5524,treatment,2026-03-14,1,1728
5525,control,2026-03-15,1,1362
5526,treatment,2026-03-11,1,1758
5527,control,2026-03-11,0,1297
5528,treatment,2026-03-12,0,1287
5529,control,2026-03-05,1,1868
5530,control,2026-03-15,0,803
5531,control,2026-03-02,1,1272
5532,treatment,2026-03-11,1,3140
5533,treatment,2026-03-04,1,1270
5534,treatment,2026-03-13,0,932
5535,control,2026-03-08,1,846
5536,treatment,2026-03-02,1,1341
5537,treatment,2026-03-08,1,1723
5538,treatment,2026-03-12,1,697
5539,control,2026-03-13,1,742
5540,control,2026-03-04,0,1536
5541,treatment,2026-03-02,1,1616
5542,control,2026-03-15,0,940
5543,control,2026-03-14,0,1010
5544,treatment,2026-03-02,1,562
5545,control,2026-03-13,0,843
5546,control,2026-03-02,1,871
5547,treatment,2026-03-12,0,1455
5548,control,2026-03-13,0,1247
5549,control,2026-03-14,1,607
5550,control,2026-03-03,0,1947
5551,control,2026-03-06,1,1428
5552,control,2026-03-03,0,889
5553,treatment,2026-03-13,1,1213
5554,treatment,2026-03-12,0,752
5555,treatment,2026-03-09,0,1525
5556,treatment,2026-03-14,0,1593
5557,control,2026-03-06,0,1230
5558,control,2026-03-09,0,1202
5559,control,2026-03-04,1,1268
5560,control,2026-03-04,0,1269
5561,control,2026-03-06,1,1207
5562,treatment,2026-03-15,0,1925
5563,control,2026-03-12,1,2291
5564,treatment,2026-03-03,1,1578
5565,control,2026-03-03,0,1013
5566,control,2026-03-11,1,1615
5567,treatment,2026-03-15,0,1785
5568,treatment,2026-03-03,1,1955
5569,control,2026-03-03,1,1421
5570,control,2026-03-05,0,1032
5571,control,2026-03-02,1,884
5572,treatment,2026-03-07,0,1070
5573,control,2026-03-13,1,2296
5574,treatment,2026-03-11,0,931
5575,control,2026-03-07,0,1221
5576,treatment,2026-03-03,1,2015
5577,treatment,2026-03-13,0,1512
5578,control,2026-03-15,0,1110
5579,control,2026-03-07,0,873
5580,treatment,2026-03-02,0,1049
5581,control,2026-03-02,0,1500
5582,treatment,2026-03-02,0,1864
5583,treatment,2026-03-11,0,1905
5584,control,2026-03-09,1,1004
5585,control,2026-03-14,0,2063
5586,control,2026-03-04,1,2165
5587,treatment,2026-03-14,1,1814
5588,control,2026-03-12,0,888
5589,treatment,2026-03-05,1,1017
5590,control,2026-03-14,0,944
5591,control,2026-03-04,0,929
5592,control,2026-03-04,0,1077
5593,treatment,2026-03-11,0,1614
5594,treatment,2026-03-15,0,2059
5595,control,2026-03-13,1,1247
5596,control,2026-03-11,0,1414
5597,treatment,2026-03-08,0,1356
5598,control,2026-03-04,1,886
5599,control,2026-03-04,1,653
5600,treatment,2026-03-04,1,1631
5601,control,2026-03-04,0,1346
5602,control,2026-03-05,0,1236
5603,treatment,2026-03-10,0,1330
5604,treatment,2026-03-13,0,1143
5605,control,2026-03-12,0,1345
5606,treatment,2026-03-06,0,881
5607,control,2026-03-02,0,1098
5608,control,2026-03-07,0,2243
5609,treatment,2026-03-09,1,1285
5610,control,2026-03-14,1,2339
5611,control,2026-03-10,0,954
5612,treatment,2026-03-03,0,1909
5613,control,2026-03-04,0,1518
5614,treatment,2026-03-09,1,1433
5615,treatment,2026-03-11,0,1782
5616,control,2026-03-09,1,1207
5617,control,2026-03-06,0,904
5618,control,2026-03-05,0,1617
5619,treatment,2026-03-08,0,1353
5620,treatment,2026-03-09,0,3725
5621,treatment,2026-03-11,0,1367
5622,control,2026-03-13,0,881
5623,treatment,2026-03-04,0,1772
5624,treatment,2026-03-15,0,1299
5625,treatment,2026-03-02,0,2475
5626,control,2026-03-02,1,739
5627,treatment,2026-03-05,0,1787
5628,treatment,2026-03-03,1,657
5629,treatment,2026-03-08,0,1267
5630,treatment,2026-03-09,0,940
5631,treatment,2026-03-09,1,1716
5632,treatment,2026-03-13,0,897
5633,control,2026-03-02,0,973
5634,treatment,2026-03-03,1,1440
5635,treatment,2026-03-09,0,1100
5636,control,2026-03-09,1,1127
5637,treatment,2026-03-15,1,1650
5638,control,2026-03-11,0,2307
5639,control,2026-03-05,0,1945
5640,control,2026-03-05,0,1990
5641,treatment,2026-03-07,1,1640
5642,control,2026-03-03,1,610
5643,control,2026-03-14,1,1250
5644,treatment,2026-03-03,1,2274
5645,control,2026-03-12,0,1655
5646,control,2026-03-11,0,1082
5647,treatment,2026-03-04,1,1623
5648,control,2026-03-05,0,1640
5649,control,2026-03-04,1,1059
5650,treatment,2026-03-04,1,1212
5651,treatment,2026-03-07,1,1630
5652,control,2026-03-13,0,2129
5653,treatment,2026-03-15,1,1235
5654,control,2026-03-04,0,829
5655,control,2026-03-03,0,995
5656,control,2026-03-05,1,1126
5657,treatment,2026-03-14,0,1125
5658,treatment,2026-03-12,1,1483
5659,control,2026-03-15,0,841
5660,control,2026-03-15,0,990
5661,treatment,2026-03-12,1,1055
5662,control,2026-03-07,1,1175
5663,control,2026-03-13,0,882
5664,control,2026-03-10,0,1081
5665,control,2026-03-09,1,1906
5666,control,2026-03-06,1,932
5667,treatment,2026-03-09,1,1033
5668,treatment,2026-03-08,1,2309
5669,treatment,2026-03-03,0,1995
5670,control,2026-03-13,1,1056
5671,treatment,2026-03-13,1,701
5672,control,2026-03-02,0,773
5673,control,2026-03-03,1,972
5674,treatment,2026-03-13,0,1489
5675,control,2026-03-09,1,967
5676,treatment,2026-03-05,1,1280
5677,control,2026-03-03,0,772
5678,treatment,2026-03-12,0,1273
5679,treatment,2026-03-12,0,2517
5680,treatment,2026-03-07,1,1400
5681,treatment,2026-03-05,0,1014
5682,control,2026-03-13,0,892
5683,control,2026-03-06,1,1020
5684,treatment,2026-03-05,0,1300
5685,control,2026-03-14,0,1301
5686,control,2026-03-07,0,655
5687,control,2026-03-02,0,1115
5688,control,2026-03-05,0,1162
5689,control,2026-03-10,1,1500
5690,treatment,2026-03-11,0,1623
5691,control,2026-03-07,0,719
5692,treatment,2026-03-07,0,761
5693,control,2026-03-09,0,995
5694,control,2026-03-02,0,826
5695,treatment,2026-03-14,1,995
5696,control,2026-03-08,1,1634
5697,control,2026-03-05,1,1237
5698,control,2026-03-03,1,1116
5699,treatment,2026-03-07,1,1541
5700,control,2026-03-03,1,920
5701,treatment,2026-03-02,0,1791
5702,control,2026-03-08,0,1459
5703,treatment,2026-03-06,0,1479
5704,treatment,2026-03-13,1,1629
5705,control,2026-03-08,1,1532
5706,treatment,2026-03-09,1,1833
5707,treatment,2026-03-02,0,1203
5708,treatment,2026-03-06,0,773
5709,control,2026-03-15,0,1059
5710,control,2026-03-03,0,1455
5711,treatment,2026-03-12,1,797
5712,control,2026-03-09,0,1218
5713,treatment,2026-03-13,1,2564
5714,treatment,2026-03-08,0,860
5715,control,2026-03-07,0,1380
5716,treatment,2026-03-02,0,983
5717,control,2026-03-06,0,1158
5718,treatment,2026-03-11,1,1330
5719,control,2026-03-09,0,1133
5720,treatment,2026-03-12,0,1522
5721,treatment,2026-03-05,1,1474
5722,treatment,2026-03-02,0,829
5723,treatment,2026-03-08,0,1044
5724,treatment,2026-03-12,0,1939
5725,treatment,2026-03-15,0,858
5726,control,2026-03-11,0,1382
5727,treatment,2026-03-15,0,1889
5728,treatment,2026-03-07,0,1268
5729,control,2026-03-14,0,1179
5730,treatment,2026-03-04,1,1714
5731,treatment,2026-03-14,0,870
5732,treatment,2026-03-06,1,916
5733,control,2026-03-12,0,910
5734,treatment,2026-03-15,1,919
5735,treatment,2026-03-13,1,1093
5736,treatment,2026-03-02,1,905
5737,treatment,2026-03-13,1,1002
5738,treatment,2026-03-14,0,1294
5739,control,2026-03-06,1,603
5740,control,2026-03-06,0,1016
5741,treatment,2026-03-13,1,1179
5742,treatment,2026-03-02,0,1694
5743,control,2026-03-07,0,1520
5744,treatment,2026-03-13,0,1660
5745,treatment,2026-03-05,1,1298
5746,treatment,2026-03-04,1,959
5747,control,2026-03-04,0,2788
5748,treatment,2026-03-07,0,1321
5749,control,2026-03-03,0,897
5750,treatment,2026-03-03,1,1066
5751,treatment,2026-03-04,0,2120
5752,control,2026-03-13,0,794
5753,treatment,2026-03-15,1,592
5754,control,2026-03-13,0,1928
5755,treatment,2026-03-09,0,2139
5756,control,2026-03-12,1,881
5757,treatment,2026-03-10,1,1117
5758,treatment,2026-03-11,1,1363
5759,treatment,2026-03-12,0,2183
5760,control,2026-03-12,0,831
5761,control,2026-03-06,1,999
5762,treatment,2026-03-03,0,1069
5763,control,2026-03-02,0,873
5764,treatment,2026-03-05,0,1793
5765,treatment,2026-03-05,0,2071
5766,treatment,2026-03-03,1,1460
5767,treatment,2026-03-12,1,579
5768,treatment,2026-03-11,0,2119
5769,control,2026-03-09,1,2221
5770,control,2026-03-08,0,2126
5771,control,2026-03-07,0,711
5772,control,2026-03-15,1,1259
5773,treatment,2026-03-10,0,835
5774,treatment,2026-03-05,1,1431
5775,control,2026-03-06,1,742
5776,control,2026-03-05,0,1909
5777,control,2026-03-02,0,1543
5778,control,2026-03-06,0,2701
5779,control,2026-03-13,0,906
5780,treatment,2026-03-11,0,1163
5781,control,2026-03-13,1,1462
5782,treatment,2026-03-05,1,1255
5783,control,2026-03-03,0,1789
5784,control,2026-03-11,0,1299
5785,control,2026-03-11,0,1853
5786,treatment,2026-03-15,1,1738
5787,control,2026-03-06,0,1160
5788,treatment,2026-03-02,1,2349
5789,treatment,2026-03-06,1,850
5790,treatment,2026-03-08,0,685
5791,control,2026-03-15,0,541
5792,treatment,2026-03-10,0,1308
5793,treatment,2026-03-15,0,1896
5794,control,2026-03-06,0,966
5795,control,2026-03-08,1,1556
5796,control,2026-03-09,1,1918
5797,treatment,2026-03-11,1,1191
5798,control,2026-03-06,0,703
5799,control,2026-03-02,1,987
5800,treatment,2026-03-03,1,1483
5801,treatment,2026-03-05,1,2096
5802,treatment,2026-03-09,1,1071
5803,control,2026-03-02,0,2171
5804,control,2026-03-08,0,1560
5805,treatment,2026-03-10,0,1541
5806,control,2026-03-09,0,1811
5807,treatment,2026-03-14,0,2238
5808,treatment,2026-03-15,1,1330
5809,treatment,2026-03-11,0,1975
5810,control,2026-03-04,0,1085
5811,control,2026-03-07,0,641
5812,control,2026-03-04,1,1351
5813,treatment,2026-03-09,0,1186
5814,treatment,2026-03-02,1,1583
5815,treatment,2026-03-05,1,991
5816,treatment,2026-03-13,0,1228
5817,control,2026-03-11,0,1439
5818,control,2026-03-05,1,1231
5819,treatment,2026-03-11,0,2294
5820,control,2026-03-06,0,1018
5821,treatment,2026-03-13,0,4473
5822,control,2026-03-05,0,611
5823,treatment,2026-03-13,0,1479
5824,treatment,2026-03-07,0,1690
5825,control,2026-03-14,0,965
5826,treatment,2026-03-13,0,3742
5827,treatment,2026-03-13,0,1237
5828,treatment,2026-03-05,0,1877
5829,control,2026-03-10,1,1002
5830,treatment,2026-03-02,1,974
5831,control,2026-03-12,0,1111
5832,treatment,2026-03-05,1,1424
5833,control,2026-03-06,1,1162
5834,treatment,2026-03-12,0,1706
5835,treatment,2026-03-15,0,1014
5836,control,2026-03-07,1,1274
5837,treatment,2026-03-14,0,1415
5838,control,2026-03-03,0,1550
5839,control,2026-03-09,0,1531
5840,control,2026-03-11,1,1330
5841,treatment,2026-03-07,0,1584
5842,treatment,2026-03-09,1,1268
5843,control,2026-03-09,0,1984
5844,control,2026-03-04,1,1402
5845,treatment,2026-03-07,0,1392
5846,control,2026-03-03,0,3379
5847,treatment,2026-03-12,0,901
5848,treatment,2026-03-05,0,2696
5849,treatment,2026-03-04,1,1159
5850,control,2026-03-04,1,1715
5851,control,2026-03-09,0,1544
5852,control,2026-03-11,1,571
5853,control,2026-03-13,1,1161
5854,treatment,2026-03-03,0,1366
5855,treatment,2026-03-13,0,713
5856,control,2026-03-13,0,2010
5857,control,2026-03-08,0,1228
5858,treatment,2026-03-15,1,1096
5859,control,2026-03-14,1,1036
5860,control,2026-03-07,0,1689
5861,control,2026-03-13,1,1489
5862,control,2026-03-05,1,1314
5863,control,2026-03-10,0,1297
5864,treatment,2026-03-14,1,1907
5865,treatment,2026-03-04,0,1071
5866,control,2026-03-15,0,1126
5867,treatment,2026-03-10,1,1731
5868,treatment,2026-03-06,0,1891
5869,treatment,2026-03-07,1,871
5870,treatment,2026-03-07,1,1685
5871,treatment,2026-03-13,0,1617
5872,control,2026-03-09,0,833
5873,control,2026-03-09,0,789
5874,treatment,2026-03-05,1,1990
5875,treatment,2026-03-10,1,1096
5876,treatment,2026-03-15,1,1720
5877,control,2026-03-09,0,1368
5878,treatment,2026-03-14,0,857
5879,control,2026-03-07,0,1416
5880,control,2026-03-13,0,1916
5881,treatment,2026-03-02,1,1811
5882,treatment,2026-03-13,0,1303
5883,control,2026-03-14,1,1714
5884,treatment,2026-03-15,1,1976
5885,control,2026-03-11,1,1807
5886,treatment,2026-03-12,0,1996
5887,treatment,2026-03-06,0,909
5888,treatment,2026-03-07,1,1101
5889,treatment,2026-03-03,1,1869
5890,treatment,2026-03-02,0,2077
5891,treatment,2026-03-10,1,2444
5892,control,2026-03-03,1,1521
5893,treatment,2026-03-08,0,1870
5894,treatment,2026-03-10,1,1207
5895,treatment,2026-03-14,1,947
5896,control,2026-03-05,0,1160
5897,control,2026-03-06,0,737
5898,treatment,2026-03-04,0,1979
5899,treatment,2026-03-06,1,1724
5900,treatment,2026-03-10,1,2289
5901,control,2026-03-04,0,816
5902,treatment,2026-03-09,0,962
5903,treatment,2026-03-13,0,1415
5904,control,2026-03-03,1,1750
5905,control,2026-03-06,0,1808
5906,control,2026-03-15,1,1146
5907,treatment,2026-03-10,1,1976
5908,control,2026-03-13,0,1393
5909,treatment,2026-03-04,1,660
5910,treatment,2026-03-02,1,1260
5911,control,2026-03-10,0,2003
5912,control,2026-03-14,0,1628
5913,treatment,2026-03-11,0,1945
5914,control,2026-03-05,1,629
5915,treatment,2026-03-06,1,707
5916,treatment,2026-03-03,0,3457
5917,treatment,2026-03-03,0,1686
5918,treatment,2026-03-06,0,957
5919,treatment,2026-03-02,0,858
5920,control,2026-03-14,0,1586
5921,treatment,2026-03-04,0,1946
5922,control,2026-03-14,0,967
5923,control,2026-03-12,0,1458
5924,control,2026-03-05,1,802
5925,treatment,2026-03-07,1,919
5926,control,2026-03-13,0,1610
5927,control,2026-03-05,0,1602
5928,treatment,2026-03-07,0,605
5929,treatment,2026-03-13,0,1397
5930,treatment,2026-03-02,0,1130
5931,treatment,2026-03-14,0,1609
5932,treatment,2026-03-04,0,1697
5933,treatment,2026-03-11,0,2051
5934,treatment,2026-03-03,0,1288
5935,treatment,2026-03-10,0,1262
5936,control,2026-03-02,0,1145
5937,treatment,2026-03-07,1,1851
5938,control,2026-03-09,1,661
5939,treatment,2026-03-03,0,1068
5940,control,2026-03-14,0,825
5941,treatment,2026-03-06,0,1324
5942,treatment,2026-03-15,0,638
5943,treatment,2026-03-07,0,1367
5944,control,2026-03-08,0,920
5945,treatment,2026-03-02,0,1638
5946,treatment,2026-03-13,1,1279
5947,control,2026-03-12,1,1701
5948,treatment,2026-03-05,0,958
5949,treatment,2026-03-05,0,1491
5950,treatment,2026-03-03,0,1485
5951,control,2026-03-03,1,1866
5952,treatment,2026-03-03,1,1117
5953,treatment,2026-03-09,0,463
5954,control,2026-03-06,0,1073
5955,control,2026-03-04,0,1147
5956,treatment,2026-03-12,0,1186
5957,treatment,2026-03-10,0,1100
5958,control,2026-03-15,1,1143
5959,treatment,2026-03-04,1,2072
5960,control,2026-03-07,0,1150
5961,control,2026-03-11,1,1224
5962,control,2026-03-03,0,1463
5963,treatment,2026-03-04,0,1316
5964,control,2026-03-08,0,2178
5965,treatment,2026-03-10,0,1080
5966,control,2026-03-15,0,1144
5967,control,2026-03-15,1,877
5968,treatment,2026-03-03,0,1026
5969,control,2026-03-15,0,1699
5970,control,2026-03-05,1,1119
5971,treatment,2026-03-12,0,2206
5972,treatment,2026-03-09,0,987
5973,control,2026-03-14,0,1004
5974,control,2026-03-12,0,937
5975,treatment,2026-03-07,0,1439
5976,control,2026-03-06,1,1412
5977,control,2026-03-02,0,916
5978,control,2026-03-13,0,1466
5979,treatment,2026-03-04,1,1305
5980,treatment,2026-03-11,0,633
5981,control,2026-03-02,0,1298
5982,control,2026-03-05,1,1470
5983,control,2026-03-07,0,2060
5984,control,2026-03-11,0,1073
5985,control,2026-03-09,0,763
5986,treatment,2026-03-11,0,1816
5987,treatment,2026-03-10,0,1746
5988,control,2026-03-12,0,1397
5989,control,2026-03-07,0,2397
5990,treatment,2026-03-03,0,1605
5991,control,2026-03-05,1,1366
5992,treatment,2026-03-07,0,1704
5993,treatment,2026-03-04,1,1638
5994,treatment,2026-03-10,0,1777
5995,control,2026-03-04,1,771
5996,control,2026-03-13,0,1451
5997,treatment,2026-03-03,0,1059
5998,treatment,2026-03-12,0,1263
5999,control,2026-03-14,0,916
6000,treatment,2026-03-15,1,1613
6001,treatment,2026-03-14,0,1626
6002,control,2026-03-15,1,1205
6003,treatment,2026-03-15,1,1053
6004,treatment,2026-03-07,0,1054
6005,control,2026-03-12,0,1854
6006,treatment,2026-03-08,0,1825
6007,control,2026-03-08,0,1042
6008,control,2026-03-02,1,998
6009,control,2026-03-14,0,2065
6010,treatment,2026-03-07,0,1361
6011,treatment,2026-03-03,0,1226
6012,control,2026-03-05,1,950
6013,treatment,2026-03-02,1,1381
6014,treatment,2026-03-03,0,945
6015,control,2026-03-03,0,2103
6016,control,2026-03-03,1,1012
6017,control,2026-03-12,0,1060
6018,control,2026-03-13,0,887
6019,treatment,2026-03-10,0,1133
6020,control,2026-03-07,0,1112
6021,treatment,2026-03-14,0,1657
6022,control,2026-03-14,0,994
6023,treatment,2026-03-14,0,1919
6024,control,2026-03-03,1,1721
6025,control,2026-03-07,1,798
6026,control,2026-03-14,1,928
6027,treatment,2026-03-07,0,1367
6028,treatment,2026-03-03,0,878
6029,treatment,2026-03-14,0,2482
6030,control,2026-03-11,0,1304
6031,control,2026-03-03,0,1908
6032,control,2026-03-02,1,1113
6033,control,2026-03-14,0,919
6034,control,2026-03-14,0,944
6035,treatment,2026-03-11,0,1534
6036,control,2026-03-04,0,999
6037,treatment,2026-03-06,0,927
6038,control,2026-03-11,1,2017
6039,treatment,2026-03-12,0,1535
6040,treatment,2026-03-09,0,1309
6041,control,2026-03-03,0,900
6042,control,2026-03-09,1,1157
6043,treatment,2026-03-05,1,593
6044,control,2026-03-09,1,1496
6045,treatment,2026-03-10,1,1338
6046,treatment,2026-03-10,0,1332
6047,treatment,2026-03-11,1,1858
6048,control,2026-03-06,1,1212
6049,control,2026-03-15,0,1592
6050,treatment,2026-03-13,1,1416
6051,treatment,2026-03-11,1,1409
6052,treatment,2026-03-08,1,2454
6053,control,2026-03-15,1,946
6054,treatment,2026-03-08,1,1552
6055,treatment,2026-03-15,0,709
6056,control,2026-03-08,0,1314
6057,control,2026-03-02,1,731
6058,treatment,2026-03-13,0,1569
6059,control,2026-03-14,1,2410
6060,control,2026-03-08,1,1257
6061,treatment,2026-03-15,0,1768
6062,control,2026-03-02,0,767
6063,treatment,2026-03-06,1,949
6064,treatment,2026-03-11,1,1074
6065,treatment,2026-03-02,1,1160
6066,treatment,2026-03-06,0,664
6067,control,2026-03-06,1,1169
6068,treatment,2026-03-11,0,1556
6069,control,2026-03-04,0,694
6070,treatment,2026-03-06,0,1299
6071,treatment,2026-03-11,1,980
6072,treatment,2026-03-05,0,892
6073,treatment,2026-03-07,1,1945
6074,control,2026-03-04,0,1359
6075,control,2026-03-14,1,867
6076,control,2026-03-06,0,828
6077,treatment,2026-03-02,1,912
6078,control,2026-03-06,1,2081
6079,treatment,2026-03-02,0,1217
6080,control,2026-03-14,1,916
6081,control,2026-03-07,0,1423
6082,treatment,2026-03-10,1,906
6083,control,2026-03-09,1,1459
6084,treatment,2026-03-10,0,922
6085,control,2026-03-13,0,1603
6086,control,2026-03-09,1,2377
6087,treatment,2026-03-11,1,1122
6088,control,2026-03-09,0,651
6089,treatment,2026-03-05,1,2316
6090,treatment,2026-03-13,0,2199
6091,control,2026-03-06,0,909
6092,treatment,2026-03-05,1,1246
6093,control,2026-03-07,1,1500
6094,treatment,2026-03-12,0,1166
6095,treatment,2026-03-13,1,1549
6096,treatment,2026-03-04,0,1291
6097,treatment,2026-03-02,1,889
6098,control,2026-03-08,1,799
6099,treatment,2026-03-02,0,1132
6100,control,2026-03-13,1,1530
6101,control,2026-03-05,0,2138
6102,control,2026-03-09,0,910
6103,control,2026-03-03,0,1914
6104,treatment,2026-03-03,0,1714
6105,treatment,2026-03-13,0,910
6106,treatment,2026-03-14,1,1686
6107,control,2026-03-13,0,591
6108,treatment,2026-03-10,1,2429
6109,control,2026-03-04,1,614
6110,treatment,2026-03-06,0,1988
6111,control,2026-03-13,0,957
6112,control,2026-03-02,0,1513
6113,treatment,2026-03-12,0,991
6114,treatment,2026-03-10,1,2907
6115,treatment,2026-03-04,1,815
6116,control,2026-03-14,0,1263
6117,treatment,2026-03-10,1,1427
6118,treatment,2026-03-08,1,1435
6119,treatment,2026-03-04,0,1473
6120,treatment,2026-03-14,0,2059
6121,treatment,2026-03-12,0,1358
6122,control,2026-03-02,0,1671
6123,treatment,2026-03-08,0,1777
6124,control,2026-03-13,0,690
6125,treatment,2026-03-12,0,905
6126,treatment,2026-03-10,1,1528
6127,treatment,2026-03-10,0,1172
6128,treatment,2026-03-09,0,1207
6129,treatment,2026-03-07,1,2087
6130,treatment,2026-03-11,0,1419
6131,treatment,2026-03-07,1,790
6132,treatment,2026-03-03,1,895
6133,control,2026-03-15,1,1163
6134,treatment,2026-03-05,0,2054
6135,control,2026-03-06,1,736
6136,treatment,2026-03-10,1,1022
6137,control,2026-03-09,0,902
6138,control,2026-03-15,0,1480
6139,treatment,2026-03-15,1,2390
6140,control,2026-03-14,0,1587
6141,treatment,2026-03-15,0,1420
6142,control,2026-03-03,0,1213
6143,control,2026-03-13,1,1556
6144,control,2026-03-04,1,841
6145,control,2026-03-05,1,2127
6146,treatment,2026-03-15,1,1468
6147,control,2026-03-15,0,1300
6148,treatment,2026-03-08,0,734
6149,control,2026-03-11,1,1076
6150,treatment,2026-03-12,0,1900
6151,control,2026-03-14,0,1704
6152,treatment,2026-03-13,0,2158
6153,treatment,2026-03-05,1,1315
6154,treatment,2026-03-03,0,704
6155,control,2026-03-09,0,1311
6156,treatment,2026-03-05,0,2372
6157,treatment,2026-03-15,0,1119
6158,treatment,2026-03-04,0,1315
6159,control,2026-03-03,0,1445
6160,control,2026-03-14,0,980
6161,control,2026-03-04,0,1085
6162,treatment,2026-03-10,1,1097
6163,control,2026-03-08,0,894
6164,control,2026-03-11,1,1068
6165,control,2026-03-07,0,1583
6166,treatment,2026-03-07,0,980
6167,treatment,2026-03-15,0,2238
6168,treatment,2026-03-14,1,2052
6169,treatment,2026-03-03,0,1126
6170,treatment,2026-03-15,0,1096
6171,control,2026-03-09,1,1547
6172,control,2026-03-04,0,1239
6173,treatment,2026-03-13,1,1544
6174,control,2026-03-12,0,503
6175,control,2026-03-10,1,977
6176,treatment,2026-03-09,0,1018
6177,treatment,2026-03-14,0,1137
6178,control,2026-03-05,1,555
6179,treatment,2026-03-03,1,1513
6180,control,2026-03-08,0,1249
6181,treatment,2026-03-08,0,1857
6182,treatment,2026-03-08,0,968
6183,treatment,2026-03-03,0,1390
6184,treatment,2026-03-06,1,2158
6185,treatment,2026-03-10,1,1184
