user_id,tenure_months,adopted_feature,orders_90d
3215,5,0,3
3216,35,0,11
3217,3,0,5
3218,36,1,17
3219,25,1,22
3220,12,0,8
3221,9,0,5
3222,8,1,9
3223,14,0,10
3224,10,0,1
3225,25,1,13
3226,23,1,20
3227,23,1,15
3228,22,0,9
3229,23,0,12
3230,5,0,4
3231,28,1,16
3232,12,1,11
3233,7,0,4
3234,11,0,8
3235,7,0,0
3236,16,0,3
3237,7,0,4
3238,28,0,10
3239,21,1,13
3240,15,0,9
3241,4,0,7
3242,30,0,12
3243,30,0,12
3244,23,0,8
3245,12,1,7
3246,19,1,12
3247,8,0,7
3248,17,0,6
3249,12,0,9
3250,8,0,2
3251,29,1,17
3252,20,0,8
3253,28,0,13
3254,25,1,13
3255,20,1,11
3256,10,0,7
3257,12,0,3
3258,6,0,7
3259,27,0,11
3260,12,0,4
3261,32,0,15
3262,11,0,7
3263,7,1,7
3264,15,1,15
3265,33,1,14
3266,3,0,3
3267,6,0,6
3268,2,0,7
3269,9,1,16
3270,36,0,13
3271,26,1,13
3272,14,1,15
3273,5,0,5
3274,1,0,3
3275,13,0,7
3276,2,0,3
3277,4,0,6
3278,29,1,18
3279,28,0,12
3280,32,0,15
3281,24,1,16
3282,24,0,6
3283,18,0,6
3284,30,0,13
3285,5,0,0
3286,28,1,22
3287,3,0,1
3288,31,1,18
3289,6,0,6
3290,21,0,12
3291,32,1,15
3292,28,0,14
3293,25,0,9
3294,17,1,18
3295,26,1,17
3296,34,1,19
3297,5,0,7
3298,9,0,6
3299,35,1,16
3300,1,0,1
3301,24,0,9
3302,14,1,13
3303,36,0,8
3304,35,1,19
3305,9,0,3
3306,13,0,7
3307,34,1,22
3308,18,1,16
3309,26,0,10
3310,20,1,18
3311,27,1,19
3312,34,0,10
3313,8,0,4
3314,22,0,11
3315,33,0,15
3316,15,1,14
3317,22,0,10
3318,6,0,8
3319,23,1,13
3320,25,0,11
3321,17,0,4
3322,30,1,14
3323,23,1,9
3324,23,1,14
3325,17,1,11
3326,17,0,9
3327,16,0,10
3328,36,1,22
3329,36,1,22
3330,14,1,12
3331,5,0,4
3332,10,0,4
3333,22,1,12
3334,16,0,7
3335,36,1,20
3336,5,0,8
3337,12,0,7
3338,5,0,4
3339,26,0,8
3340,5,0,7
3341,9,0,7
3342,29,0,14
3343,24,0,7
3344,27,0,13
3345,10,0,6
3346,24,1,17
3347,19,0,8
3348,20,0,12
3349,4,0,3
3350,24,0,11
3351,2,0,7
3352,8,0,7
3353,12,0,9
3354,33,1,16
3355,24,1,16
3356,19,0,9
3357,14,0,5
3358,28,1,16
3359,26,0,6
3360,8,0,3
3361,15,0,10
3362,35,1,15
3363,26,0,13
3364,15,0,6
3365,10,1,11
3366,22,0,9
3367,33,1,18
3368,4,0,5
3369,1,0,5
3370,30,0,11
3371,22,1,13
3372,18,1,13
3373,19,1,13
3374,29,0,11
3375,28,0,13
3376,2,0,6
3377,30,0,14
3378,34,1,16
3379,15,0,9
3380,18,0,5
3381,31,1,20
3382,10,0,9
3383,33,1,15
3384,33,1,20
3385,5,0,7
3386,27,1,12
3387,1,0,1
3388,31,0,12
3389,28,1,15
3390,13,0,11
3391,12,0,6
3392,12,0,5
3393,14,0,8
3394,33,0,11
3395,1,0,6
3396,27,1,14
3397,27,0,7
3398,9,0,5
3399,4,0,4
3400,4,0,5
3401,5,0,0
3402,30,1,17
3403,8,1,11
3404,28,1,16
3405,21,1,15
3406,36,1,20
3407,1,1,7
3408,24,0,10
3409,1,0,5
3410,30,0,7
3411,25,0,9
3412,5,0,3
3413,32,1,16
3414,25,0,13
3415,34,1,22
3416,18,0,6
3417,8,0,2
3418,23,1,15
3419,18,1,15
3420,10,1,13
3421,34,0,12
3422,7,0,2
3423,30,1,14
3424,11,0,8
3425,13,0,8
3426,10,0,9
3427,20,1,14
3428,26,0,12
3429,8,0,7
3430,17,0,10
3431,18,0,6
3432,12,0,7
3433,17,0,12
3434,2,0,0
3435,30,1,18
3436,8,0,7
3437,9,0,8
3438,16,1,11
3439,3,0,5
3440,9,0,7
3441,32,1,20
3442,4,0,5
3443,6,0,4
3444,24,1,13
3445,9,1,9
3446,34,1,18
3447,12,0,5
3448,29,0,11
3449,29,0,12
3450,34,0,13
3451,32,1,18
3452,12,0,5
3453,27,1,14
3454,15,0,8
3455,12,0,10
3456,13,0,10
3457,22,0,8
3458,13,0,8
3459,15,1,15
3460,1,0,4
3461,26,0,11
3462,27,1,15
3463,35,1,20
3464,34,1,15
3465,7,0,7
3466,14,1,11
3467,10,0,3
3468,27,0,10
3469,9,0,8
3470,8,0,4
3471,18,1,8
3472,5,0,1
3473,17,0,10
3474,19,0,2
3475,5,0,9
3476,25,1,15
3477,30,1,18
3478,35,0,15
3479,16,0,8
3480,33,0,14
3481,7,0,3
3482,11,0,1
3483,33,1,18
3484,6,0,3
3485,11,0,4
3486,11,0,11
3487,20,0,8
3488,35,1,18
3489,24,1,16
3490,22,0,4
3491,34,1,21
3492,22,0,12
3493,21,0,12
3494,8,1,13
3495,11,0,9
3496,33,1,16
3497,25,0,7
3498,29,1,17
3499,4,0,5
3500,10,0,6
3501,26,1,13
3502,36,1,17
3503,36,1,20
3504,28,0,7
3505,10,0,5
3506,25,1,14
3507,24,1,13
3508,9,0,8
3509,35,0,14
3510,29,0,14
3511,3,1,11
3512,15,0,8
3513,34,1,23
3514,6,0,5
3515,18,0,10
3516,21,0,10
3517,21,0,10
3518,4,0,6
3519,8,0,5
3520,30,0,12
3521,13,0,6
3522,10,0,2
3523,19,0,11
3524,26,0,8
3525,1,0,1
3526,23,0,13
3527,5,0,7
3528,25,1,16
3529,36,1,23
3530,5,0,8
3531,24,0,8
3532,27,1,19
3533,15,1,12
3534,7,0,7
3535,24,1,14
3536,2,1,11
3537,34,1,20
3538,26,0,10
3539,11,0,5
3540,29,0,10
3541,19,0,7
3542,3,0,3
3543,14,1,13
3544,15,0,9
3545,3,0,2
3546,14,0,11
3547,22,1,11
3548,36,1,21
3549,4,0,2
3550,10,0,8
3551,11,0,8
3552,13,1,11
3553,13,0,8
3554,1,0,1
3555,19,0,5
3556,30,1,14
3557,27,1,13
3558,12,0,6
3559,5,0,6
3560,6,0,6
3561,33,1,23
3562,17,0,7
3563,21,0,7
3564,25,0,11
3565,33,1,17
3566,35,1,20
3567,23,0,7
3568,26,0,11
3569,35,1,17
3570,1,0,2
3571,13,0,11
3572,4,1,14
3573,2,0,2
3574,3,0,5
3575,8,0,4
3576,31,1,17
3577,30,1,16
3578,23,1,17
3579,36,0,15
3580,23,0,8
3581,12,1,8
3582,4,0,2
3583,20,1,15
3584,20,0,8
3585,30,1,12
3586,33,0,8
3587,27,0,10
3588,23,0,7
3589,4,0,1
3590,33,0,14
3591,12,0,8
3592,1,0,7
3593,11,0,8
3594,28,1,16
3595,23,0,12
3596,12,1,13
3597,36,1,19
3598,18,0,8
3599,20,0,14
3600,27,1,17
3601,24,0,8
3602,28,0,11
3603,20,1,9
3604,11,0,4
3605,16,0,9
3606,2,0,3
3607,23,0,10
3608,30,0,10
3609,7,0,3
3610,17,0,7
3611,26,1,13
3612,29,1,19
3613,33,0,9
3614,7,0,4
3615,34,1,20
3616,23,1,19
3617,19,0,2
3618,9,0,2
3619,36,1,14
3620,34,0,14
3621,20,0,10
3622,31,0,17
3623,32,0,10
3624,35,1,20
3625,10,0,10
3626,7,0,2
3627,27,1,16
3628,12,1,9
3629,21,1,14
3630,28,0,9
3631,10,1,12
3632,4,0,0
3633,28,1,16
3634,23,1,14
3635,23,1,13
3636,13,1,5
3637,22,1,17
3638,12,0,9
3639,3,1,14
3640,24,0,9
3641,21,1,15
3642,2,0,4
3643,17,0,9
3644,35,1,13
3645,28,1,17
3646,23,0,13
3647,26,0,5
3648,8,0,2
3649,7,1,11
3650,10,0,9
3651,3,0,0
3652,15,0,11
3653,1,0,0
3654,5,0,1
3655,36,0,13
3656,8,0,6
3657,6,1,12
3658,26,1,17
3659,12,0,8
3660,22,0,14
3661,26,0,13
3662,19,0,9
3663,14,0,8
3664,10,0,10
3665,23,0,11
3666,31,0,9
3667,30,0,13
3668,34,0,15
3669,19,0,11
3670,11,0,6
3671,27,1,19
3672,16,0,5
3673,18,1,16
3674,21,1,13
3675,2,0,6
3676,29,1,21
3677,16,0,7
3678,23,1,13
3679,33,1,22
3680,11,0,4
3681,1,1,8
3682,32,0,11
3683,10,0,7
3684,2,0,8
3685,7,0,11
3686,33,1,17
3687,21,0,11
3688,21,1,18
3689,26,0,11
3690,4,0,5
3691,35,1,18
3692,17,0,6
3693,6,0,8
3694,8,1,4
3695,6,0,4
3696,21,0,7
3697,32,1,18
3698,4,1,8
3699,35,1,19
3700,15,1,10
3701,18,0,10
3702,34,0,12
3703,7,1,12
3704,4,0,7
3705,9,0,10
3706,17,0,7
3707,36,1,17
3708,35,0,18
3709,6,0,5
3710,9,0,2
3711,17,0,9
3712,28,1,13
3713,3,0,3
3714,32,1,17
3715,25,1,16
3716,19,0,12
3717,5,0,3
3718,8,0,2
3719,3,0,4
3720,9,1,8
3721,11,1,9
3722,34,0,13
3723,30,1,16
3724,14,0,4
3725,25,0,8
3726,15,1,17
3727,7,0,6
3728,31,1,15
3729,20,1,12
3730,36,1,18
3731,8,0,1
3732,1,0,4
3733,6,1,9
3734,36,1,23
3735,20,1,11
3736,16,0,7
3737,12,0,10
3738,28,1,14
3739,23,1,17
3740,12,0,6
3741,14,0,8
3742,6,1,1
3743,28,1,15
3744,28,0,8
3745,36,0,14
3746,8,0,3
3747,33,0,19
3748,2,0,3
3749,7,0,6
3750,2,1,6
3751,24,1,14
3752,21,0,7
3753,14,0,8
3754,20,1,13
3755,13,0,8
3756,14,1,15
3757,14,1,12
3758,1,0,3
3759,14,0,8
3760,9,0,4
3761,27,1,15
3762,26,1,19
3763,5,0,7
3764,4,0,3
3765,1,0,7
3766,25,1,10
3767,16,1,14
3768,35,1,22
3769,21,0,5
3770,14,0,5
3771,31,1,17
3772,6,0,7
3773,30,0,7
3774,24,0,13
3775,29,0,16
3776,35,0,16
3777,35,1,17
3778,4,0,5
3779,2,0,4
3780,20,0,9
3781,29,0,14
3782,26,0,11
3783,20,0,8
3784,4,0,5
3785,4,0,8
3786,21,0,12
3787,33,0,15
3788,14,1,14
3789,11,0,6
3790,17,1,10
3791,14,1,14
3792,17,0,9
3793,15,0,9
3794,11,1,13
3795,24,0,13
3796,4,0,6
3797,1,0,4
3798,12,0,8
3799,19,0,11
3800,2,0,0
3801,29,1,18
3802,9,0,7
3803,21,0,12
3804,21,0,5
3805,35,1,15
3806,27,1,15
3807,33,1,19
3808,19,0,9
3809,30,1,18
3810,29,0,13
3811,1,0,0
3812,26,0,11
3813,27,0,10
3814,2,0,5
3815,7,0,9
3816,7,0,0
3817,1,0,7
3818,30,1,17
3819,8,0,1
3820,13,0,10
3821,4,0,3
3822,14,1,13
3823,36,1,18
3824,30,0,15
3825,24,0,9
3826,15,0,11
3827,21,0,11
3828,15,0,7
3829,4,0,1
3830,19,0,9
3831,13,1,14
3832,18,0,8
3833,9,0,3
3834,5,0,6
3835,3,1,2
3836,11,0,6
3837,4,0,6
3838,4,0,7
3839,19,1,12
3840,5,0,5
3841,20,0,14
3842,4,0,1
3843,25,0,9
3844,11,1,11
3845,21,0,9
3846,28,1,15
3847,33,1,16
3848,4,0,6
3849,9,0,7
3850,12,0,9
3851,17,1,12
3852,6,0,5
3853,25,1,15
3854,6,0,7
3855,8,0,7
3856,20,1,8
3857,14,0,3
3858,22,1,20
3859,30,0,14
3860,12,0,5
3861,16,0,6
3862,5,0,3
3863,7,0,6
3864,6,0,1
3865,11,0,7
3866,1,0,0
3867,2,0,9
3868,15,0,8
3869,28,1,14
3870,20,1,14
3871,33,1,19
3872,6,0,6
3873,30,1,20
3874,33,1,17
3875,11,0,13
3876,33,1,17
3877,11,0,6
3878,26,1,15
3879,13,1,14
3880,19,1,15
3881,30,1,20
3882,6,0,7
3883,8,0,7
3884,36,1,17
3885,10,0,4
3886,25,0,11
3887,28,1,16
3888,1,0,1
3889,5,0,0
3890,19,1,15
3891,13,0,4
3892,11,1,16
3893,1,0,3
3894,3,0,2
3895,3,0,5
3896,36,1,21
3897,18,1,12
3898,18,0,13
3899,24,1,14
3900,36,0,13
3901,5,0,4
3902,32,1,19
3903,29,0,15
3904,22,0,7
3905,35,1,16
3906,20,1,14
3907,35,1,15
3908,32,1,11
3909,28,1,20
3910,13,0,11
3911,19,0,11
3912,24,0,13
3913,23,0,8
3914,13,0,7
3915,24,0,9
3916,31,1,20
3917,16,0,4
3918,24,1,11
3919,27,1,16
3920,23,1,14
3921,31,0,16
3922,6,0,9
3923,20,1,13
3924,36,1,17
3925,12,0,8
3926,7,0,6
3927,30,1,18
3928,16,1,11
3929,5,0,4
3930,7,0,5
3931,29,1,16
3932,33,1,20
3933,23,0,10
3934,30,0,13
3935,1,0,4
3936,36,1,21
3937,26,1,19
3938,31,1,16
3939,6,1,13
3940,1,0,0
3941,29,1,13
3942,23,1,13
3943,35,0,11
3944,21,0,11
3945,15,0,10
3946,14,0,5
3947,32,1,22
3948,15,0,5
3949,21,1,7
3950,31,1,20
3951,13,0,4
3952,9,0,4
3953,27,1,17
3954,15,0,3
3955,13,0,4
3956,30,1,13
3957,20,0,8
3958,33,1,18
3959,35,1,15
3960,25,0,10
3961,34,1,17
3962,23,0,11
3963,12,1,11
3964,9,0,2
3965,28,1,18
3966,14,0,7
3967,12,0,11
3968,21,0,11
3969,31,0,13
3970,35,1,19
3971,33,1,12
3972,33,0,14
3973,23,0,9
3974,29,1,17
3975,20,0,7
3976,5,0,4
3977,32,1,19
3978,25,1,17
3979,32,1,17
3980,23,0,10
3981,19,0,12
3982,18,1,12
3983,5,0,1
3984,7,0,3
3985,21,0,13
3986,7,0,8
3987,33,1,18
3988,9,1,15
3989,2,0,4
3990,22,1,13
3991,13,0,7
3992,10,0,8
3993,8,1,10
3994,29,1,18
3995,22,0,8
3996,5,0,4
3997,24,1,15
3998,7,1,9
3999,10,0,4
4000,21,0,9
4001,25,0,13
4002,29,0,11
4003,6,1,9
4004,12,0,5
4005,17,0,8
4006,12,1,12
4007,22,1,16
4008,24,0,7
4009,22,1,16
4010,20,1,12
4011,6,0,6
4012,26,1,17
4013,15,0,7
4014,20,0,8
4015,11,0,8
4016,25,1,15
4017,17,0,3
4018,25,1,18
4019,12,0,11
4020,11,0,9
4021,22,1,19
4022,15,0,8
4023,14,1,9
4024,36,0,16
4025,11,0,9
4026,33,1,15
4027,16,0,3
4028,19,0,11
4029,35,0,12
4030,29,1,16
4031,15,0,8
4032,32,1,19
4033,30,1,21
4034,32,1,18
4035,13,0,10
4036,32,1,16
4037,12,0,5
4038,34,0,17
4039,31,1,20
4040,33,1,21
4041,32,1,20
4042,27,1,16
4043,2,0,3
4044,14,0,9
4045,19,1,13
4046,23,0,8
4047,25,0,7
4048,12,0,4
4049,8,1,9
4050,3,0,6
4051,25,0,11
4052,12,0,9
4053,4,0,7
4054,5,0,5
4055,3,0,3
4056,21,0,6
4057,36,0,12
4058,7,0,4
4059,35,0,14
4060,14,0,10
4061,23,1,12
4062,2,0,2
4063,29,0,15
4064,1,1,12
4065,3,0,4
4066,12,0,9
4067,20,0,9
4068,31,0,12
4069,16,0,8
4070,8,0,7
4071,11,0,8
4072,12,0,5
4073,26,0,8
4074,16,0,8
4075,30,1,21
4076,31,0,11
4077,36,0,16
4078,9,0,5
4079,34,0,12
4080,36,1,22
4081,26,0,10
4082,22,0,6
4083,11,0,6
4084,7,0,5
4085,20,1,20
4086,34,1,21
4087,12,0,8
4088,4,0,0
4089,8,0,3
4090,21,1,17
4091,36,1,16
4092,6,0,4
4093,24,1,19
4094,3,1,5
4095,8,0,7
4096,1,0,1
4097,26,1,18
4098,14,0,10
4099,1,0,5
4100,6,0,7
4101,12,1,9
4102,26,0,15
4103,31,0,11
4104,10,0,4
4105,15,0,8
4106,14,1,12
4107,26,1,17
4108,16,0,9
4109,31,1,15
4110,21,1,14
4111,8,1,11
4112,4,1,13
4113,30,1,19
4114,36,1,16
4115,19,0,8
4116,25,0,8
4117,23,0,13
4118,11,0,6
4119,16,1,10
4120,29,0,13
4121,18,0,7
4122,30,0,12
4123,12,0,7
4124,8,1,12
4125,22,1,14
4126,35,1,23
4127,8,0,7
4128,10,0,3
4129,3,0,1
4130,18,0,8
4131,23,0,9
4132,24,0,8
4133,36,0,12
4134,21,1,16
4135,11,0,6
4136,1,0,5
4137,36,0,15
4138,8,0,7
4139,21,1,16
4140,6,0,6
4141,25,1,13
4142,15,0,6
4143,23,1,17
4144,8,0,3
4145,9,0,7
4146,5,1,7
4147,10,0,3
4148,8,0,3
4149,22,1,13
4150,7,0,6
4151,17,1,15
4152,3,0,3
4153,16,0,5
4154,1,0,1
4155,22,0,9
4156,34,0,10
4157,20,1,12
4158,10,0,4
4159,15,0,10
4160,8,0,4
4161,10,1,12
4162,9,0,3
4163,10,0,6
4164,20,0,12
4165,17,0,6
4166,32,1,16
4167,34,1,18
4168,15,0,9
4169,36,1,19
4170,4,0,5
4171,8,0,4
4172,16,0,10
4173,1,0,4
4174,33,0,15
4175,15,0,10
4176,12,0,7
4177,26,0,13
4178,29,1,16
4179,21,0,7
4180,20,0,12
4181,21,0,9
4182,21,0,12
4183,25,0,12
4184,23,1,11
4185,32,0,12
4186,18,0,7
4187,34,1,12
4188,28,0,12
4189,12,1,12
4190,14,0,5
4191,9,0,7
4192,17,0,5
4193,15,0,10
4194,24,0,13
4195,1,0,4
4196,16,0,12
4197,6,0,10
4198,17,0,8
4199,12,0,10
4200,30,1,17
4201,23,1,14
4202,34,1,14
4203,32,0,12
4204,11,0,8
4205,25,0,8
4206,18,0,4
4207,18,0,6
4208,18,0,10
4209,36,1,18
4210,25,0,9
4211,18,0,8
4212,32,1,19
4213,9,1,8
4214,22,0,8
4215,13,0,3
4216,7,0,8
4217,35,1,16
4218,17,0,10
4219,14,0,6
4220,23,0,12
4221,14,1,15
4222,1,0,5
4223,14,0,8
4224,18,0,5
4225,10,0,6
4226,1,0,1
4227,32,1,19
4228,23,1,16
4229,28,0,9
4230,36,1,14
4231,6,0,4
4232,13,0,4
4233,12,0,6
4234,7,1,6
4235,5,0,1
4236,35,1,16
4237,15,1,11
4238,12,0,6
4239,1,0,5
4240,22,1,8
4241,35,1,17
4242,29,1,15
4243,3,0,9
4244,22,0,10
4245,12,0,8
4246,31,1,17
4247,3,0,2
4248,21,0,10
4249,9,0,6
4250,34,1,17
4251,18,0,10
4252,29,1,19
4253,11,1,10
4254,10,1,14
4255,22,0,7
4256,33,1,15
4257,17,0,9
4258,17,0,10
4259,10,0,6
4260,17,0,7
4261,6,0,4
4262,16,1,9
4263,23,0,11
4264,27,0,5
4265,12,0,2
4266,2,0,0
4267,22,1,18
4268,27,0,7
4269,7,0,1
4270,8,0,0
4271,3,0,7
4272,23,1,14
4273,28,0,10
4274,29,1,19
4275,14,1,10
4276,4,0,5
4277,23,0,16
4278,22,1,16
4279,36,1,22
4280,5,0,5
4281,23,0,13
4282,33,0,18
4283,1,0,4
4284,8,0,5
4285,11,0,7
4286,32,1,18
4287,6,0,2
4288,30,1,18
4289,5,0,0
4290,27,1,15
4291,3,0,4
4292,30,0,6
4293,4,1,8
4294,8,0,2
4295,4,0,10
4296,2,0,0
4297,30,1,19
4298,28,0,10
4299,14,0,7
4300,30,0,12
4301,22,1,14
4302,34,1,19
4303,13,0,9
4304,4,0,4
4305,19,0,8
4306,3,0,5
4307,20,0,10
4308,26,1,17
4309,7,0,6
4310,3,0,1
4311,36,1,18
4312,5,0,1
4313,35,0,18
4314,12,0,6
4315,6,0,7
4316,34,0,11
4317,6,0,4
4318,20,0,9
4319,16,0,5
4320,24,0,10
4321,29,1,17
4322,13,0,8
4323,36,1,17
4324,8,0,6
4325,12,1,12
4326,7,0,7
4327,8,1,11
4328,24,1,11
4329,24,1,14
4330,30,1,19
4331,7,1,10
4332,23,1,14
4333,36,1,16
4334,12,0,6
4335,21,0,8
4336,3,0,4
4337,20,0,5
4338,2,0,7
4339,20,1,11
4340,16,0,6
4341,8,0,6
4342,19,0,6
4343,20,0,10
4344,6,0,4
4345,30,1,15
4346,18,1,11
4347,29,1,19
4348,30,0,14
4349,1,0,6
4350,21,1,18
4351,11,0,2
4352,19,0,9
4353,26,0,10
4354,14,1,17
4355,36,1,17
4356,35,0,16
4357,27,1,10
4358,12,0,5
4359,14,0,10
4360,22,0,9
4361,24,1,17
4362,15,0,11
4363,31,1,18
4364,7,0,7
4365,24,0,9
4366,34,1,17
4367,13,0,5
4368,34,1,17
4369,7,0,3
4370,6,0,0
4371,8,0,7
4372,24,1,12
4373,23,0,8
4374,17,0,3
4375,28,1,15
4376,27,0,12
4377,34,1,17
4378,26,0,14
4379,16,0,7
4380,20,0,8
4381,24,1,12
4382,2,0,5
4383,26,1,13
4384,3,0,3
4385,9,0,8
4386,26,1,19
4387,17,0,11
4388,9,0,4
4389,34,1,22
4390,13,0,7
4391,18,0,7
4392,3,0,7
4393,6,0,2
4394,16,1,14
4395,26,1,14
4396,11,1,13
4397,27,1,19
4398,33,1,15
4399,5,0,7
4400,5,0,4
4401,9,0,5
4402,5,0,5
4403,28,0,12
4404,6,0,8
4405,20,0,3
4406,9,0,4
4407,20,0,11
4408,9,0,8
4409,8,0,8
4410,5,0,0
4411,17,1,16
4412,11,1,13
4413,2,1,9
4414,22,1,16
4415,16,0,9
4416,3,1,6
4417,28,1,16
4418,36,1,20
4419,31,0,12
4420,25,0,14
4421,4,0,1
4422,10,0,7
4423,6,0,10
4424,15,0,5
4425,15,0,7
4426,31,1,19
4427,26,1,16
4428,28,1,20
4429,33,1,16
4430,14,0,2
4431,12,1,15
4432,32,1,19
4433,3,0,2
4434,9,0,6
4435,31,0,14
4436,12,1,13
4437,22,1,12
4438,24,0,9
4439,4,0,6
4440,34,1,18
4441,8,0,5
4442,14,0,6
4443,15,0,12
4444,11,0,4
4445,17,1,13
4446,8,0,4
4447,1,1,10
4448,34,1,18
4449,20,0,9
4450,5,0,6
4451,7,0,8
4452,25,1,14
4453,26,1,16
4454,15,1,12
4455,20,0,9
4456,13,0,9
4457,14,1,11
4458,15,0,10
4459,19,1,15
4460,24,0,16
4461,11,1,12
4462,20,0,7
4463,27,0,12
4464,5,0,4
4465,7,0,4
4466,29,1,17
4467,8,0,6
4468,28,1,13
4469,10,1,10
4470,28,0,7
4471,9,1,16
4472,5,1,10
4473,7,0,6
4474,6,0,7
4475,20,0,10
4476,19,0,7
4477,4,0,6
4478,33,1,19
4479,11,0,4
4480,17,0,9
4481,33,0,14
4482,15,0,4
4483,3,0,2
4484,8,0,7
4485,36,0,13
4486,11,0,8
4487,24,1,15
4488,3,0,6
4489,21,1,16
4490,4,0,3
4491,13,0,6
4492,32,1,14
4493,35,1,19
4494,11,0,6
4495,34,1,15
4496,31,0,10
4497,36,1,21
4498,23,1,18
4499,2,0,6
4500,33,0,10
4501,33,1,19
4502,26,0,16
4503,2,1,7
4504,16,1,13
4505,23,0,8
4506,13,0,12
4507,12,0,6
4508,3,0,7
4509,35,1,15
4510,22,1,7
4511,8,0,5
4512,22,1,12
4513,36,1,17
4514,11,1,14
4515,17,0,13
4516,6,0,8
4517,24,1,19
4518,4,1,9
4519,12,0,6
4520,8,0,6
4521,20,0,6
4522,6,0,5
4523,13,0,6
4524,27,0,13
4525,31,0,10
4526,24,0,9
4527,16,1,10
4528,17,0,9
4529,31,0,13
4530,7,0,9
4531,14,0,8
4532,11,0,3
4533,32,0,14
4534,31,0,8
4535,19,1,14
4536,16,0,11
4537,6,0,3
4538,19,0,8
4539,29,1,15
4540,15,0,7
4541,27,1,18
4542,15,0,7
4543,16,1,17
4544,6,0,8
4545,24,0,9
4546,34,0,10
4547,6,0,8
4548,24,1,16
4549,12,0,3
4550,20,0,10
4551,20,0,9
4552,21,0,10
4553,20,0,5
4554,17,0,5
4555,4,0,7
4556,8,0,3
4557,14,0,9
4558,33,1,17
4559,5,1,14
4560,35,0,17
4561,23,1,17
4562,26,1,18
4563,22,0,10
4564,1,0,0
4565,5,0,6
4566,12,0,10
4567,5,0,6
4568,8,0,6
4569,14,0,4
4570,10,1,9
4571,22,0,9
4572,28,1,17
4573,29,1,18
4574,23,1,15
4575,25,0,15
4576,22,0,13
4577,26,0,11
4578,5,1,12
4579,27,1,16
4580,4,0,9
4581,11,0,3
4582,22,0,6
4583,31,0,11
4584,3,0,2
4585,29,1,13
4586,5,0,4
4587,34,0,15
4588,7,0,5
4589,4,0,3
4590,34,1,18
4591,12,0,6
4592,1,0,3
4593,4,0,9
4594,8,0,5
4595,9,1,11
4596,15,0,10
4597,7,0,5
4598,25,0,9
4599,1,0,0
4600,32,0,11
4601,16,0,11
4602,24,1,17
4603,16,0,7
4604,26,0,13
4605,27,0,8
4606,1,0,5
4607,36,0,11
4608,14,0,10
4609,33,1,18
4610,5,0,4
4611,16,0,12
4612,25,0,10
4613,9,1,12
4614,30,0,16
4615,4,1,13
4616,35,1,16
4617,29,0,14
4618,7,0,11
4619,14,0,3
4620,6,0,2
4621,12,0,9
4622,23,0,8
4623,25,1,15
4624,7,0,11
4625,15,0,9
4626,10,0,9
4627,13,0,9
4628,34,1,20
4629,36,1,20
4630,25,1,19
4631,2,0,0
4632,34,0,16
4633,11,0,0
4634,13,0,5
4635,11,0,8
4636,7,0,8
4637,36,1,20
4638,31,1,17
4639,35,1,22
4640,9,0,7
4641,29,0,14
4642,24,1,16
4643,29,1,16
4644,29,1,14
4645,26,0,13
4646,5,0,3
4647,24,1,17
4648,3,0,5
4649,10,0,8
4650,1,0,0
4651,1,0,7
4652,16,1,12
4653,11,0,9
4654,12,0,7
4655,8,0,4
4656,15,0,3
4657,22,0,11
4658,11,0,9
4659,27,1,16
4660,13,0,3
4661,16,0,6
4662,4,0,8
4663,2,0,5
4664,8,0,9
4665,10,0,7
4666,13,0,9
4667,10,0,5
4668,10,0,7
4669,36,1,15
4670,20,0,6
4671,28,1,13
4672,1,0,0
4673,27,0,12
4674,11,1,12
4675,26,1,21
4676,2,0,3
4677,9,0,3
4678,20,1,16
4679,8,1,10
4680,20,0,9
4681,35,1,16
4682,25,0,10
4683,3,0,5
4684,24,1,19
4685,6,0,6
4686,7,1,9
4687,11,0,4
4688,18,0,12
4689,31,1,20
4690,13,0,9
4691,2,0,5
4692,3,0,5
4693,33,0,9
4694,25,1,18
4695,26,1,15
4696,4,0,4
4697,7,0,5
4698,17,0,8
4699,31,1,20
4700,7,1,14
4701,22,0,9
4702,22,1,16
4703,3,0,0
4704,29,0,9
4705,33,1,21
4706,18,0,7
4707,13,1,15
4708,30,1,21
4709,22,0,9
4710,25,0,10
4711,29,1,17
4712,4,0,4
4713,9,0,2
4714,1,0,0
4715,31,1,20
4716,5,0,5
4717,15,1,8
4718,6,0,2
4719,3,0,4
4720,22,1,16
4721,36,1,17
4722,34,1,18
4723,35,1,18
4724,3,0,2
4725,16,1,9
4726,23,0,6
4727,36,0,15
4728,5,0,8
4729,22,0,7
4730,15,0,9
4731,15,0,5
4732,34,1,15
4733,35,1,20
4734,22,1,18
4735,27,1,19
4736,11,0,5
4737,12,0,2
4738,9,1,11
4739,21,0,9
4740,17,0,7
4741,35,1,17
4742,1,0,6
4743,33,0,14
4744,29,1,19
4745,4,0,5
4746,1,0,7
4747,16,0,5
4748,30,0,13
4749,17,1,16
4750,13,0,4
4751,14,0,7
4752,12,0,10
4753,14,0,9
4754,3,0,9
4755,5,1,6
4756,21,0,7
4757,5,1,8
4758,6,0,7
4759,15,0,5
4760,6,0,0
4761,11,0,6
4762,6,0,6
4763,2,0,7
4764,1,0,3
4765,26,0,14
4766,4,0,6
4767,32,1,18
