user_id,variant,assignment_date,sessions_14d,retained_30d
8524,treatment,2026-03-12,4,0
8525,treatment,2026-03-10,4,1
8526,control,2026-03-15,14,0
8527,control,2026-03-02,6,1
8528,treatment,2026-03-05,15,1
8529,treatment,2026-03-14,12,0
8530,treatment,2026-03-14,2,1
8531,control,2026-03-04,9,0
8532,control,2026-03-15,10,1
8533,control,2026-03-08,6,0
8534,treatment,2026-03-11,6,0
8535,control,2026-03-02,11,0
8536,control,2026-03-02,9,1
8537,control,2026-03-08,7,1
8538,treatment,2026-03-03,9,0
8539,treatment,2026-03-15,6,0
8540,treatment,2026-03-13,6,0
8541,treatment,2026-03-09,6,1
8542,control,2026-03-08,5,0
8543,control,2026-03-10,10,0
8544,treatment,2026-03-04,10,0
8545,treatment,2026-03-06,9,0
8546,treatment,2026-03-11,8,1
8547,treatment,2026-03-05,7,1
8548,treatment,2026-03-11,8,0
8549,control,2026-03-11,7,0
8550,control,2026-03-13,11,0
8551,treatment,2026-03-14,6,0
8552,control,2026-03-06,7,1
8553,control,2026-03-05,8,0
8554,treatment,2026-03-12,13,1
8555,control,2026-03-02,5,0
8556,control,2026-03-07,6,0
8557,treatment,2026-03-13,4,0
8558,control,2026-03-11,11,0
8559,control,2026-03-15,14,0
8560,treatment,2026-03-11,7,1
8561,control,2026-03-03,15,1
8562,treatment,2026-03-13,13,1
8563,control,2026-03-12,6,1
8564,control,2026-03-06,9,0
8565,treatment,2026-03-02,6,0
8566,treatment,2026-03-02,4,1
8567,treatment,2026-03-13,5,0
8568,control,2026-03-06,10,1
8569,treatment,2026-03-11,5,1
8570,treatment,2026-03-03,11,0
8571,control,2026-03-12,7,0
8572,control,2026-03-14,11,0
8573,treatment,2026-03-14,7,1
8574,control,2026-03-09,10,1
8575,control,2026-03-06,9,1
8576,control,2026-03-08,9,1
8577,control,2026-03-11,3,1
8578,control,2026-03-03,14,1
8579,control,2026-03-03,2,1
8580,treatment,2026-03-06,9,1
8581,treatment,2026-03-15,14,1
8582,treatment,2026-03-14,8,1
8583,control,2026-03-13,9,0
8584,control,2026-03-15,10,0
8585,treatment,2026-03-07,6,0
8586,control,2026-03-05,7,0
8587,treatment,2026-03-04,12,0
8588,control,2026-03-11,10,0
8589,control,2026-03-02,3,0
8590,control,2026-03-08,8,1
8591,control,2026-03-13,9,0
8592,treatment,2026-03-07,11,1
8593,treatment,2026-03-06,9,0
8594,control,2026-03-05,11,0
8595,treatment,2026-03-14,3,0
8596,control,2026-03-02,11,1
8597,treatment,2026-03-08,5,1
8598,treatment,2026-03-05,8,0
8599,control,2026-03-10,7,0
8600,treatment,2026-03-05,9,0
8601,treatment,2026-03-13,8,1
8602,control,2026-03-03,9,0
8603,control,2026-03-04,9,0
8604,treatment,2026-03-14,8,1
8605,treatment,2026-03-12,9,1
8606,treatment,2026-03-08,7,0
8607,treatment,2026-03-07,11,0
8608,treatment,2026-03-06,9,1
8609,treatment,2026-03-11,9,0
8610,control,2026-03-08,6,0
8611,treatment,2026-03-10,9,0
8612,treatment,2026-03-12,9,0
8613,treatment,2026-03-15,12,1
8614,treatment,2026-03-06,16,1
8615,treatment,2026-03-10,8,0
8616,control,2026-03-04,10,0
8617,treatment,2026-03-04,13,0
8618,treatment,2026-03-02,10,0
8619,treatment,2026-03-07,8,0
8620,treatment,2026-03-11,11,0
8621,treatment,2026-03-02,9,0
8622,treatment,2026-03-06,8,0
8623,control,2026-03-03,8,1
8624,treatment,2026-03-05,8,1
8625,treatment,2026-03-10,11,0
8626,treatment,2026-03-15,6,1
8627,control,2026-03-02,6,0
8628,control,2026-03-15,8,1
8629,control,2026-03-14,13,0
8630,control,2026-03-08,7,0
8631,control,2026-03-03,8,1
8632,treatment,2026-03-10,9,0
8633,treatment,2026-03-13,8,0
8634,treatment,2026-03-09,10,0
8635,control,2026-03-04,9,0
8636,control,2026-03-11,10,0
8637,treatment,2026-03-06,8,1
8638,control,2026-03-10,7,0
8639,treatment,2026-03-02,9,0
8640,control,2026-03-11,8,0
8641,control,2026-03-13,10,0
8642,control,2026-03-10,8,1
8643,control,2026-03-05,9,0
8644,control,2026-03-04,8,0
8645,treatment,2026-03-02,8,0
8646,control,2026-03-06,4,1
8647,treatment,2026-03-05,8,0
8648,treatment,2026-03-02,4,1
8649,control,2026-03-08,8,0
8650,control,2026-03-11,5,0
8651,treatment,2026-03-05,9,0
8652,treatment,2026-03-10,9,0
8653,control,2026-03-03,9,1
8654,control,2026-03-10,9,0
8655,treatment,2026-03-11,10,0
8656,control,2026-03-11,9,0
8657,control,2026-03-03,7,0
8658,control,2026-03-02,7,0
8659,control,2026-03-05,11,1
8660,control,2026-03-05,6,1
8661,treatment,2026-03-09,11,0
8662,control,2026-03-06,10,1
8663,control,2026-03-03,13,0
8664,control,2026-03-13,6,1
8665,treatment,2026-03-11,11,1
8666,control,2026-03-06,9,0
8667,treatment,2026-03-05,12,0
8668,control,2026-03-13,8,0
8669,treatment,2026-03-08,15,1
8670,treatment,2026-03-13,8,1
8671,control,2026-03-07,9,0
8672,treatment,2026-03-02,9,0
8673,control,2026-03-08,3,0
8674,treatment,2026-03-04,9,0
8675,control,2026-03-06,7,1
8676,treatment,2026-03-11,9,0
8677,treatment,2026-03-12,4,0
8678,control,2026-03-14,8,1
8679,control,2026-03-12,9,0
8680,control,2026-03-11,6,0
8681,treatment,2026-03-13,12,0
8682,control,2026-03-09,7,0
8683,control,2026-03-06,6,0
8684,control,2026-03-11,11,0
8685,control,2026-03-08,11,1
8686,treatment,2026-03-04,11,0
8687,treatment,2026-03-04,5,1
8688,treatment,2026-03-02,5,0
8689,treatment,2026-03-08,11,1
8690,treatment,2026-03-02,9,1
8691,treatment,2026-03-10,8,1
8692,treatment,2026-03-11,11,1
8693,control,2026-03-13,5,0
8694,treatment,2026-03-05,7,0
8695,treatment,2026-03-06,9,1
8696,control,2026-03-15,8,0
8697,treatment,2026-03-02,9,0
8698,treatment,2026-03-13,9,1
8699,control,2026-03-10,4,1
8700,control,2026-03-07,8,0
8701,treatment,2026-03-06,12,1
8702,control,2026-03-09,5,0
8703,treatment,2026-03-03,8,0
8704,control,2026-03-03,7,0
8705,control,2026-03-12,5,1
8706,treatment,2026-03-04,11,0
8707,treatment,2026-03-11,10,0
8708,control,2026-03-03,5,0
8709,treatment,2026-03-03,7,1
8710,treatment,2026-03-10,5,1
8711,treatment,2026-03-08,12,1
8712,control,2026-03-13,5,0
8713,treatment,2026-03-14,6,0
8714,treatment,2026-03-08,4,0
8715,control,2026-03-07,4,1
8716,control,2026-03-12,2,0
8717,treatment,2026-03-11,9,1
8718,control,2026-03-04,8,1
8719,control,2026-03-09,4,0
8720,treatment,2026-03-12,7,0
8721,control,2026-03-09,8,0
8722,control,2026-03-10,10,0
8723,control,2026-03-09,7,0
8724,control,2026-03-10,9,1
8725,control,2026-03-08,2,1
8726,control,2026-03-04,11,1
8727,control,2026-03-09,13,1
8728,control,2026-03-11,7,1
8729,control,2026-03-10,8,0
8730,control,2026-03-15,7,1
8731,control,2026-03-03,8,1
8732,treatment,2026-03-08,5,1
8733,control,2026-03-14,10,1
8734,treatment,2026-03-03,7,1
8735,treatment,2026-03-07,13,0
8736,control,2026-03-11,10,0
8737,treatment,2026-03-08,5,0
8738,control,2026-03-13,11,1
8739,treatment,2026-03-15,6,0
8740,treatment,2026-03-12,10,1
8741,control,2026-03-04,7,0
8742,treatment,2026-03-04,10,1
8743,control,2026-03-14,4,1
8744,treatment,2026-03-12,12,0
8745,treatment,2026-03-07,7,1
8746,treatment,2026-03-15,7,0
8747,control,2026-03-04,8,1
8748,treatment,2026-03-02,16,0
8749,control,2026-03-02,8,0
8750,treatment,2026-03-12,11,0
8751,control,2026-03-13,6,0
8752,control,2026-03-15,6,1
8753,control,2026-03-02,8,1
8754,control,2026-03-07,9,1
8755,control,2026-03-15,5,0
8756,control,2026-03-05,10,0
8757,control,2026-03-09,8,1
8758,control,2026-03-15,4,1
8759,treatment,2026-03-07,7,0
8760,control,2026-03-07,12,0
8761,treatment,2026-03-02,10,1
8762,treatment,2026-03-06,13,0
8763,treatment,2026-03-02,7,0
8764,treatment,2026-03-05,10,0
8765,treatment,2026-03-07,5,0
8766,control,2026-03-06,7,0
8767,control,2026-03-02,14,0
8768,treatment,2026-03-06,9,0
8769,control,2026-03-05,9,1
8770,treatment,2026-03-10,15,1
8771,treatment,2026-03-05,10,0
8772,treatment,2026-03-03,11,1
8773,control,2026-03-03,7,0
8774,control,2026-03-07,12,0
8775,control,2026-03-05,7,0
8776,treatment,2026-03-09,7,0
8777,control,2026-03-11,8,1
8778,treatment,2026-03-08,7,1
8779,control,2026-03-12,7,1
8780,control,2026-03-12,13,1
8781,control,2026-03-11,5,1
8782,treatment,2026-03-07,11,0
8783,treatment,2026-03-15,11,0
8784,control,2026-03-04,11,1
8785,treatment,2026-03-15,8,0
8786,control,2026-03-14,4,1
8787,treatment,2026-03-07,15,0
8788,control,2026-03-13,7,0
8789,control,2026-03-03,7,1
8790,control,2026-03-06,5,0
8791,control,2026-03-07,6,1
8792,treatment,2026-03-05,7,0
8793,control,2026-03-03,11,1
8794,treatment,2026-03-08,12,0
8795,control,2026-03-08,15,1
8796,treatment,2026-03-14,10,0
8797,control,2026-03-05,8,1
8798,control,2026-03-09,8,0
8799,treatment,2026-03-04,5,0
8800,control,2026-03-04,15,1
8801,treatment,2026-03-06,9,1
8802,control,2026-03-03,9,0
8803,treatment,2026-03-07,6,0
8804,treatment,2026-03-10,10,0
8805,control,2026-03-15,6,1
8806,control,2026-03-08,6,0
8807,control,2026-03-14,10,0
8808,control,2026-03-07,8,0
8809,control,2026-03-05,6,1
8810,treatment,2026-03-05,6,1
8811,control,2026-03-13,10,0
8812,control,2026-03-12,10,0
8813,control,2026-03-04,10,1
8814,treatment,2026-03-14,9,1
8815,treatment,2026-03-15,6,0
8816,treatment,2026-03-12,7,0
8817,control,2026-03-09,14,1
8818,treatment,2026-03-04,11,0
8819,control,2026-03-11,8,0
8820,treatment,2026-03-02,9,0
8821,control,2026-03-08,8,0
8822,treatment,2026-03-06,9,1
8823,treatment,2026-03-02,10,0
8824,control,2026-03-10,4,0
8825,treatment,2026-03-05,12,0
8826,treatment,2026-03-13,9,0
8827,control,2026-03-02,11,1
8828,control,2026-03-14,7,0
8829,control,2026-03-06,8,1
8830,control,2026-03-07,9,1
8831,treatment,2026-03-07,6,1
8832,treatment,2026-03-07,8,0
8833,control,2026-03-11,10,1
8834,control,2026-03-12,7,0
8835,treatment,2026-03-05,7,0
8836,control,2026-03-03,5,0
8837,control,2026-03-09,11,1
8838,treatment,2026-03-15,7,0
8839,treatment,2026-03-03,12,0
8840,treatment,2026-03-02,7,0
8841,treatment,2026-03-05,9,0
8842,treatment,2026-03-07,11,1
8843,control,2026-03-09,7,0
8844,control,2026-03-13,5,1
8845,treatment,2026-03-12,6,0
8846,treatment,2026-03-08,5,1
8847,treatment,2026-03-02,9,0
8848,treatment,2026-03-15,8,0
8849,control,2026-03-08,4,0
8850,treatment,2026-03-10,5,0
8851,treatment,2026-03-12,9,0
8852,treatment,2026-03-10,6,1
8853,treatment,2026-03-06,12,0
8854,control,2026-03-09,11,1
8855,control,2026-03-04,8,1
8856,control,2026-03-11,7,1
8857,treatment,2026-03-14,8,0
8858,treatment,2026-03-05,10,0
8859,treatment,2026-03-08,12,0
8860,treatment,2026-03-02,9,0
8861,treatment,2026-03-03,8,1
8862,control,2026-03-13,12,1
8863,control,2026-03-12,3,1
8864,control,2026-03-10,10,0
8865,treatment,2026-03-04,11,0
8866,control,2026-03-08,3,1
8867,control,2026-03-10,7,1
8868,control,2026-03-07,9,0
8869,treatment,2026-03-12,9,0
8870,control,2026-03-13,5,1
8871,control,2026-03-06,9,1
8872,treatment,2026-03-08,8,1
8873,control,2026-03-14,10,0
8874,control,2026-03-02,12,1
8875,treatment,2026-03-08,11,0
8876,control,2026-03-04,5,1
8877,treatment,2026-03-12,13,0
8878,treatment,2026-03-07,8,0
8879,treatment,2026-03-15,10,1
8880,treatment,2026-03-02,8,1
8881,control,2026-03-15,7,0
8882,control,2026-03-15,7,1
8883,control,2026-03-06,6,1
8884,control,2026-03-11,10,0
8885,treatment,2026-03-14,10,0
8886,treatment,2026-03-09,6,0
8887,treatment,2026-03-14,15,0
8888,control,2026-03-05,7,0
8889,control,2026-03-08,11,0
8890,control,2026-03-12,6,0
8891,treatment,2026-03-08,7,0
8892,control,2026-03-15,8,1
8893,control,2026-03-08,5,0
8894,control,2026-03-15,12,0
8895,control,2026-03-07,9,0
8896,control,2026-03-12,7,1
8897,treatment,2026-03-06,7,1
8898,treatment,2026-03-04,4,1
8899,control,2026-03-09,3,1
8900,control,2026-03-03,6,0
8901,control,2026-03-11,6,0
8902,control,2026-03-07,7,1
8903,treatment,2026-03-12,6,1
8904,treatment,2026-03-11,12,0
8905,control,2026-03-03,12,0
8906,treatment,2026-03-02,10,0
8907,control,2026-03-14,11,1
8908,control,2026-03-04,3,0
8909,control,2026-03-06,4,0
8910,control,2026-03-02,9,0
8911,control,2026-03-04,8,1
8912,treatment,2026-03-09,10,1
8913,treatment,2026-03-09,3,0
8914,treatment,2026-03-11,10,1
8915,treatment,2026-03-10,9,1
8916,control,2026-03-06,8,0
8917,treatment,2026-03-09,12,1
8918,treatment,2026-03-02,11,1
8919,treatment,2026-03-02,8,0
8920,treatment,2026-03-02,7,1
8921,treatment,2026-03-14,10,0
8922,treatment,2026-03-02,11,0
8923,treatment,2026-03-10,6,0
8924,treatment,2026-03-14,9,1
8925,control,2026-03-15,6,1
8926,treatment,2026-03-07,13,1
8927,control,2026-03-05,6,1
8928,treatment,2026-03-11,5,0
8929,treatment,2026-03-13,19,0
8930,treatment,2026-03-08,11,1
8931,treatment,2026-03-05,15,0
8932,control,2026-03-05,9,1
8933,control,2026-03-08,7,0
8934,treatment,2026-03-11,8,0
8935,control,2026-03-07,11,1
8936,control,2026-03-02,7,1
8937,control,2026-03-13,9,0
8938,control,2026-03-13,7,0
8939,control,2026-03-06,7,0
8940,control,2026-03-06,12,0
8941,control,2026-03-13,11,0
8942,treatment,2026-03-12,10,0
8943,treatment,2026-03-09,4,0
8944,treatment,2026-03-07,10,1
8945,treatment,2026-03-03,13,1
8946,control,2026-03-10,5,0
8947,control,2026-03-13,12,0
8948,control,2026-03-14,6,0
8949,control,2026-03-11,8,0
8950,treatment,2026-03-10,7,0
8951,control,2026-03-06,7,1
8952,control,2026-03-05,8,1
8953,treatment,2026-03-07,8,0
8954,control,2026-03-08,7,1
8955,treatment,2026-03-05,5,1
8956,control,2026-03-12,6,0
8957,control,2026-03-10,3,0
8958,control,2026-03-11,7,0
8959,control,2026-03-06,10,0
8960,treatment,2026-03-08,6,0
8961,treatment,2026-03-09,6,0
8962,treatment,2026-03-09,6,0
8963,control,2026-03-07,4,0
8964,treatment,2026-03-11,14,1
8965,control,2026-03-08,4,1
8966,treatment,2026-03-02,10,0
8967,control,2026-03-09,11,0
8968,control,2026-03-09,8,0
8969,treatment,2026-03-11,7,0
8970,treatment,2026-03-08,8,1
8971,treatment,2026-03-02,7,0
8972,control,2026-03-15,8,0
8973,control,2026-03-02,8,1
8974,control,2026-03-05,12,0
8975,control,2026-03-11,11,1
8976,control,2026-03-10,7,0
8977,treatment,2026-03-09,4,1
8978,treatment,2026-03-08,8,0
8979,treatment,2026-03-05,8,0
8980,control,2026-03-03,6,1
8981,treatment,2026-03-02,13,1
8982,treatment,2026-03-08,12,0
8983,treatment,2026-03-02,10,0
8984,control,2026-03-08,4,0
8985,treatment,2026-03-02,7,1
8986,control,2026-03-02,6,0
8987,control,2026-03-11,11,1
8988,treatment,2026-03-04,6,0
8989,treatment,2026-03-10,11,0
8990,treatment,2026-03-05,7,0
8991,control,2026-03-08,8,0
8992,treatment,2026-03-04,13,1
8993,treatment,2026-03-05,12,1
8994,treatment,2026-03-04,8,0
8995,treatment,2026-03-09,7,1
8996,treatment,2026-03-04,6,0
8997,treatment,2026-03-09,11,0
8998,treatment,2026-03-06,9,0
8999,treatment,2026-03-06,10,0
9000,treatment,2026-03-07,9,0
9001,control,2026-03-13,13,0
9002,control,2026-03-11,4,1
9003,control,2026-03-15,7,0
9004,control,2026-03-02,8,1
9005,control,2026-03-14,13,1
9006,control,2026-03-07,5,0
9007,control,2026-03-02,11,0
9008,control,2026-03-14,11,1
9009,control,2026-03-03,11,1
9010,control,2026-03-14,6,0
9011,control,2026-03-07,11,1
9012,control,2026-03-03,11,1
9013,control,2026-03-03,9,0
9014,treatment,2026-03-14,12,1
9015,treatment,2026-03-02,17,0
9016,control,2026-03-13,11,1
9017,treatment,2026-03-05,7,0
9018,control,2026-03-13,7,1
9019,treatment,2026-03-08,6,1
9020,control,2026-03-07,5,0
9021,control,2026-03-13,6,1
9022,control,2026-03-07,5,0
9023,treatment,2026-03-07,11,1
9024,control,2026-03-09,8,1
9025,treatment,2026-03-12,5,1
9026,treatment,2026-03-06,6,0
9027,control,2026-03-08,5,0
9028,control,2026-03-02,8,1
9029,control,2026-03-04,8,1
9030,treatment,2026-03-06,10,1
9031,treatment,2026-03-04,12,1
9032,control,2026-03-06,12,0
9033,control,2026-03-03,12,1
9034,treatment,2026-03-14,11,0
9035,treatment,2026-03-07,5,0
9036,control,2026-03-02,14,1
9037,control,2026-03-04,7,0
9038,treatment,2026-03-10,12,1
9039,treatment,2026-03-06,5,1
9040,control,2026-03-03,7,1
9041,treatment,2026-03-13,7,1
9042,treatment,2026-03-10,11,0
9043,treatment,2026-03-14,6,1
9044,treatment,2026-03-08,8,0
9045,control,2026-03-09,7,1
9046,control,2026-03-10,9,0
9047,control,2026-03-14,5,1
9048,treatment,2026-03-13,12,0
9049,control,2026-03-05,13,0
9050,control,2026-03-07,10,1
9051,control,2026-03-14,6,0
9052,control,2026-03-04,3,0
9053,treatment,2026-03-14,10,0
9054,treatment,2026-03-08,6,0
9055,control,2026-03-14,9,1
9056,treatment,2026-03-11,13,1
9057,treatment,2026-03-12,9,1
9058,control,2026-03-11,10,0
9059,control,2026-03-12,5,0
9060,treatment,2026-03-15,8,0
9061,treatment,2026-03-10,5,0
9062,treatment,2026-03-08,15,0
9063,control,2026-03-15,8,0
9064,control,2026-03-06,11,0
9065,control,2026-03-06,8,0
9066,treatment,2026-03-08,6,0
9067,treatment,2026-03-15,8,0
9068,treatment,2026-03-14,17,1
9069,control,2026-03-04,8,1
9070,control,2026-03-10,9,1
9071,control,2026-03-04,9,0
9072,treatment,2026-03-02,11,1
9073,control,2026-03-04,8,1
9074,control,2026-03-11,11,1
9075,treatment,2026-03-06,12,0
9076,control,2026-03-11,9,1
9077,treatment,2026-03-15,10,0
9078,control,2026-03-06,4,0
9079,control,2026-03-14,4,1
9080,control,2026-03-06,8,1
9081,control,2026-03-07,9,0
9082,treatment,2026-03-06,6,1
9083,treatment,2026-03-07,8,0
9084,treatment,2026-03-03,6,0
9085,control,2026-03-08,14,0
9086,control,2026-03-15,10,0
9087,control,2026-03-13,7,0
9088,control,2026-03-11,11,1
9089,control,2026-03-15,9,1
9090,treatment,2026-03-09,12,0
9091,treatment,2026-03-14,10,0
9092,control,2026-03-10,7,1
9093,control,2026-03-11,4,1
9094,treatment,2026-03-02,13,0
9095,control,2026-03-02,6,1
9096,treatment,2026-03-04,4,0
9097,control,2026-03-06,6,1
9098,treatment,2026-03-11,10,0
9099,control,2026-03-02,5,1
9100,control,2026-03-10,7,1
9101,control,2026-03-09,8,1
9102,control,2026-03-04,7,1
9103,treatment,2026-03-06,9,0
9104,control,2026-03-02,5,1
9105,treatment,2026-03-02,12,1
9106,treatment,2026-03-13,6,0
9107,control,2026-03-06,9,0
9108,treatment,2026-03-11,9,1
9109,control,2026-03-13,8,0
9110,control,2026-03-11,6,0
9111,treatment,2026-03-02,9,0
9112,control,2026-03-11,4,0
9113,treatment,2026-03-09,7,1
9114,control,2026-03-08,11,0
9115,treatment,2026-03-14,8,0
9116,treatment,2026-03-02,15,1
9117,treatment,2026-03-02,7,0
9118,treatment,2026-03-05,9,1
9119,control,2026-03-10,12,0
9120,treatment,2026-03-15,7,1
9121,control,2026-03-11,8,0
9122,treatment,2026-03-02,11,1
9123,treatment,2026-03-02,12,0
9124,treatment,2026-03-08,6,0
9125,treatment,2026-03-05,5,0
9126,control,2026-03-10,7,0
9127,control,2026-03-06,8,1
9128,control,2026-03-05,8,0
9129,treatment,2026-03-10,10,0
9130,control,2026-03-08,10,0
9131,treatment,2026-03-02,7,1
9132,control,2026-03-13,9,1
9133,treatment,2026-03-15,8,0
9134,treatment,2026-03-03,9,0
9135,treatment,2026-03-14,10,0
9136,control,2026-03-08,13,0
9137,control,2026-03-04,12,0
9138,control,2026-03-06,6,0
9139,control,2026-03-10,8,1
9140,treatment,2026-03-14,5,1
9141,treatment,2026-03-07,10,0
9142,control,2026-03-06,5,1
9143,control,2026-03-12,8,1
9144,treatment,2026-03-07,7,0
9145,treatment,2026-03-03,11,1
9146,control,2026-03-05,7,0
9147,control,2026-03-10,11,1
9148,control,2026-03-02,7,0
9149,control,2026-03-04,6,1
9150,treatment,2026-03-05,17,1
9151,control,2026-03-12,9,0
9152,treatment,2026-03-05,12,0
9153,control,2026-03-02,6,0
9154,treatment,2026-03-06,7,0
9155,treatment,2026-03-07,12,0
9156,control,2026-03-11,13,1
9157,treatment,2026-03-14,9,1
9158,control,2026-03-05,8,0
9159,treatment,2026-03-13,6,0
9160,treatment,2026-03-12,11,0
9161,treatment,2026-03-12,7,1
9162,treatment,2026-03-14,6,1
9163,treatment,2026-03-10,5,0
9164,control,2026-03-07,12,0
9165,control,2026-03-04,17,0
9166,treatment,2026-03-12,5,0
9167,control,2026-03-04,5,1
9168,treatment,2026-03-07,12,0
9169,treatment,2026-03-09,9,1
9170,control,2026-03-03,6,0
9171,control,2026-03-11,5,1
9172,treatment,2026-03-03,6,1
9173,treatment,2026-03-02,13,0
9174,control,2026-03-03,5,0
9175,control,2026-03-13,13,1
9176,treatment,2026-03-08,7,0
9177,treatment,2026-03-14,7,0
9178,treatment,2026-03-07,10,0
9179,control,2026-03-13,8,0
9180,treatment,2026-03-06,13,1
9181,treatment,2026-03-02,9,0
9182,treatment,2026-03-11,15,0
9183,treatment,2026-03-02,4,0
9184,control,2026-03-04,4,0
9185,treatment,2026-03-03,9,1
9186,treatment,2026-03-10,9,1
9187,treatment,2026-03-13,12,0
9188,treatment,2026-03-08,6,0
9189,control,2026-03-06,14,0
9190,treatment,2026-03-12,8,1
9191,control,2026-03-07,5,0
9192,control,2026-03-12,7,0
9193,treatment,2026-03-15,14,0
9194,control,2026-03-07,4,0
9195,control,2026-03-02,11,0
9196,control,2026-03-12,6,0
9197,control,2026-03-07,10,0
9198,control,2026-03-06,5,0
9199,treatment,2026-03-12,6,1
9200,control,2026-03-09,10,1
9201,control,2026-03-02,9,1
9202,control,2026-03-02,12,0
9203,control,2026-03-08,9,1
9204,treatment,2026-03-04,9,1
9205,treatment,2026-03-12,6,1
9206,treatment,2026-03-09,5,1
9207,control,2026-03-15,6,0
9208,treatment,2026-03-03,8,1
9209,control,2026-03-04,8,0
9210,treatment,2026-03-05,8,0
9211,control,2026-03-12,12,1
9212,treatment,2026-03-10,9,1
9213,control,2026-03-08,10,0
9214,treatment,2026-03-15,9,1
9215,treatment,2026-03-10,7,0
9216,control,2026-03-12,10,0
9217,treatment,2026-03-02,10,0
9218,control,2026-03-06,7,0
9219,treatment,2026-03-11,6,0
9220,control,2026-03-05,4,0
9221,control,2026-03-04,2,0
9222,treatment,2026-03-06,7,0
9223,control,2026-03-15,10,0
9224,control,2026-03-03,7,0
9225,control,2026-03-05,9,0
9226,control,2026-03-05,14,0
9227,control,2026-03-14,14,0
9228,control,2026-03-15,9,1
9229,treatment,2026-03-09,13,0
9230,treatment,2026-03-02,6,0
9231,treatment,2026-03-05,15,0
9232,control,2026-03-11,8,0
9233,treatment,2026-03-08,14,1
9234,treatment,2026-03-12,10,1
9235,control,2026-03-10,3,0
9236,treatment,2026-03-05,13,1
9237,control,2026-03-13,8,0
9238,treatment,2026-03-12,6,0
9239,control,2026-03-12,10,0
9240,treatment,2026-03-11,15,0
9241,control,2026-03-09,8,1
9242,treatment,2026-03-07,12,0
9243,treatment,2026-03-15,6,1
9244,control,2026-03-08,9,1
9245,control,2026-03-09,7,1
9246,treatment,2026-03-02,10,0
9247,treatment,2026-03-10,10,0
9248,treatment,2026-03-07,6,1
9249,control,2026-03-13,14,1
9250,treatment,2026-03-11,13,0
9251,control,2026-03-15,6,0
9252,control,2026-03-05,6,1
9253,treatment,2026-03-06,6,0
9254,control,2026-03-10,10,0
9255,control,2026-03-12,11,0
9256,treatment,2026-03-07,14,1
9257,treatment,2026-03-05,11,1
9258,control,2026-03-09,10,1
9259,treatment,2026-03-08,7,0
9260,control,2026-03-06,9,0
9261,treatment,2026-03-02,8,0
9262,control,2026-03-09,11,0
9263,control,2026-03-15,7,1
9264,treatment,2026-03-09,7,1
9265,control,2026-03-05,8,0
9266,control,2026-03-13,17,0
9267,treatment,2026-03-10,13,0
9268,treatment,2026-03-12,10,0
9269,control,2026-03-09,10,1
9270,treatment,2026-03-12,7,0
9271,treatment,2026-03-05,9,0
9272,control,2026-03-02,11,0
9273,treatment,2026-03-07,5,0
9274,control,2026-03-10,5,0
9275,control,2026-03-05,8,1
9276,control,2026-03-12,5,1
9277,control,2026-03-04,7,0
9278,control,2026-03-14,8,0
9279,control,2026-03-04,5,0
9280,control,2026-03-10,15,1
9281,treatment,2026-03-11,8,0
9282,treatment,2026-03-06,5,0
9283,treatment,2026-03-10,12,0
9284,treatment,2026-03-06,5,1
9285,control,2026-03-13,7,0
9286,treatment,2026-03-05,16,0
9287,treatment,2026-03-09,6,0
9288,treatment,2026-03-07,13,1
9289,control,2026-03-08,7,0
9290,control,2026-03-04,7,0
9291,control,2026-03-10,5,0
9292,treatment,2026-03-09,10,0
9293,treatment,2026-03-08,13,1
9294,control,2026-03-15,9,1
9295,control,2026-03-12,6,0
9296,treatment,2026-03-05,9,1
9297,control,2026-03-11,7,0
9298,treatment,2026-03-10,11,0
9299,control,2026-03-05,9,0
9300,treatment,2026-03-08,7,0
9301,treatment,2026-03-09,7,0
9302,treatment,2026-03-03,10,1
9303,treatment,2026-03-02,7,0
9304,control,2026-03-08,11,0
9305,control,2026-03-08,11,1
9306,control,2026-03-09,13,1
9307,control,2026-03-07,5,1
9308,control,2026-03-08,9,1
9309,control,2026-03-08,6,1
9310,treatment,2026-03-10,9,1
9311,treatment,2026-03-03,9,1
9312,treatment,2026-03-04,6,1
9313,control,2026-03-15,5,1
9314,control,2026-03-05,8,0
9315,control,2026-03-12,8,0
9316,treatment,2026-03-12,5,0
9317,control,2026-03-05,9,1
9318,treatment,2026-03-12,10,0
9319,treatment,2026-03-08,4,0
9320,control,2026-03-03,10,0
9321,treatment,2026-03-02,9,0
9322,control,2026-03-03,7,0
9323,control,2026-03-04,9,0
9324,treatment,2026-03-13,10,0
9325,treatment,2026-03-08,5,0
9326,treatment,2026-03-08,11,0
9327,control,2026-03-03,10,1
9328,treatment,2026-03-05,9,1
9329,treatment,2026-03-15,8,0
9330,control,2026-03-07,9,1
9331,control,2026-03-02,11,0
9332,treatment,2026-03-08,11,1
9333,control,2026-03-13,6,0
9334,treatment,2026-03-12,21,1
9335,control,2026-03-05,3,1
9336,treatment,2026-03-14,9,0
9337,control,2026-03-02,10,0
9338,treatment,2026-03-10,7,0
9339,control,2026-03-06,5,0
9340,treatment,2026-03-13,11,1
9341,treatment,2026-03-08,9,0
9342,control,2026-03-15,5,1
9343,control,2026-03-07,6,1
9344,control,2026-03-12,7,1
9345,treatment,2026-03-07,2,0
9346,treatment,2026-03-07,12,0
